[1.3500000000000003, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4903
[1.3500000000000003, 1.2500000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4898
[1.3500000000000003, 1.3000000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.4000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4896
[1.3500000000000003, 1.4500000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.492
[1.3500000000000003, 1.5000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4934
[1.3500000000000003, 1.5500000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.492
[1.3500000000000003, 1.6000000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4917
[1.3500000000000003, 1.6500000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4921
[1.3500000000000003, 1.7000000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4921
[1.3500000000000003, 1.7500000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4897
[1.3500000000000003, 1.8000000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.8500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9000000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4883
[1.3500000000000003, 1.9500000000000008, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4883
[1.3500000000000003, 1.9500000000000008, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4866
[1.3500000000000003, 1.9500000000000008, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4866
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4876
[1.3500000000000003, 1.9500000000000008, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4876
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.2500000000000002, 1.0, 1.0, 1.0, 1.0, 1.0],0.4885
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.3000000000000003, 1.0, 1.0, 1.0, 1.0, 1.0],0.4854
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0],0.4855
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.4000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0],0.4855
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.4500000000000004, 1.0, 1.0, 1.0, 1.0, 1.0],0.4839
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.05, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.1, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.05, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0],0.4888
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.05, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.1, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.1500000000000001, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.2000000000000002, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.05, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.1, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.1500000000000001, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.2000000000000002, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.05],0.4909
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.1],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.1500000000000001],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.2000000000000002],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4842
[1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4842
[1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4871
[1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4885
[1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4868
[1.2500000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4868
[1.3000000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4884
[1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4912
[1.4000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4912
[1.4500000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.5000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.5500000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.6000000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.6500000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.7000000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.7500000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.8000000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4897
[1.8500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4897
[1.9000000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4883
[1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4869
[1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4912
[1.3500000000000003, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4928
[1.3500000000000003, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4931
[1.3500000000000003, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4903
[1.3500000000000003, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4903
[1.3500000000000003, 1.2500000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4898
[1.3500000000000003, 1.3000000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.4000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4896
[1.3500000000000003, 1.4500000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.492
[1.3500000000000003, 1.5000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4934
[1.3500000000000003, 1.5500000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.492
[1.3500000000000003, 1.6000000000000005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4917
[1.3500000000000003, 1.6500000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4921
[1.3500000000000003, 1.7000000000000006, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4921
[1.3500000000000003, 1.7500000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4897
[1.3500000000000003, 1.8000000000000007, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.8500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9000000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4883
[1.3500000000000003, 1.9500000000000008, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4883
[1.3500000000000003, 1.9500000000000008, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4866
[1.3500000000000003, 1.9500000000000008, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4866
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4876
[1.3500000000000003, 1.9500000000000008, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4876
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.05, 1.0, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.2500000000000002, 1.0, 1.0, 1.0, 1.0, 1.0],0.4885
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.3000000000000003, 1.0, 1.0, 1.0, 1.0, 1.0],0.4854
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.3500000000000003, 1.0, 1.0, 1.0, 1.0, 1.0],0.4855
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.4000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0],0.4855
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.4500000000000004, 1.0, 1.0, 1.0, 1.0, 1.0],0.4839
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.05, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.1, 1.0, 1.0, 1.0, 1.0],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.1500000000000001, 1.0, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.2000000000000002, 1.0, 1.0, 1.0, 1.0],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.0, 1.0, 1.0, 1.0],0.49
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.05, 1.0, 1.0, 1.0],0.4899
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1500000000000001, 1.0, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.2000000000000002, 1.0, 1.0, 1.0],0.4888
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.05, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.1, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.1500000000000001, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.2000000000000002, 1.0, 1.0],0.4902
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.05],0.4909
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.1],0.4895
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.1500000000000001],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.2000000000000002],0.4894
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.05, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.1, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.1500000000000001, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.2000000000000002, 1.0],0.4913
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
[1.3500000000000003, 1.9500000000000008, 1.0, 1.0, 1.1, 1.0, 1.1, 1.0, 1.0, 1.0],0.4916
